module_progress_id,employee_id,course_id,module_id,is_completed,completed_at
ede9ae99-1cef-43ce-912a-f716fd8b00cf,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,38782344-4b97-4ab7-a03f-dd9c9e236ffb,af02757d-39d1-4f23-884d-f3596ced1cea,0,
1f508a88-00cf-4c57-a4a0-b1d76146a518,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,30197a42-f77e-49c2-8946-4bbd36fbf79d,000925fe-e139-4643-b64a-6265fd5775e4,0,
949391d8-0d8b-4fa4-ac3e-5e1505362e71,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f04b295-f148-4f74-b86f-daa8506c9048,18764a1c-f272-450c-bb20-b62191dcb1b5,0,
141190de-9f2b-4807-838c-031a38a4f384,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,ec547ddb-3fec-424b-a343-ddafec1fa0cf,e40a23c0-6f55-4b31-ad6d-a949736e8c6a,0,
b07dcbfd-cd62-4626-a7d5-267812c49b4e,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,699a90ef-bd36-4eb4-8286-15d8ff970eda,69ca931e-5af2-4a9b-8a2b-4739e299c6ca,0,
631c17fb-6702-480c-973a-82c191bddd2a,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f4c255a-3ed2-4c07-8b82-3fb30c863226,d4fde19b-e050-44cc-9865-7a54f7603340,1,2024-07-22 19:24:11
aedde141-b207-4234-bf22-de1b4fab859a,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,60eb1785-7cb4-4b19-8af2-d6c5e7a3cbc6,0,
351679c9-8070-4f0f-9b44-23f148c1b9c6,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,eee76786-5a72-4d28-9a2e-23266b968959,9fe62bb6-3f5c-485f-8e61-8fd978d96106,1,2024-04-07 16:22:08
e96e8eae-4b12-4431-9b6a-b64dcc753a80,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,30197a42-f77e-49c2-8946-4bbd36fbf79d,faea3a68-3428-4384-9f9f-05a2467c07c4,0,
5bdfbd8b-bfd3-4415-9676-54d55b3167ec,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,445a1b9a-826f-4f65-90f1-7771578fac5f,2eb6385a-89d6-4564-a790-390e96351e93,0,
a85ad7df-c752-430f-8423-35d268db71c1,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f4c255a-3ed2-4c07-8b82-3fb30c863226,cf10fb47-ec3d-4de6-9071-b7b201a5a942,1,2024-02-24 21:42:47
44717b87-59e1-40d3-ae7c-154ab378a782,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,12e2388a-c45a-470d-9599-61addc3aa5b4,0,
eea3ef0d-69f3-472f-88c3-5052b7f512c6,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f4c255a-3ed2-4c07-8b82-3fb30c863226,84e726ae-f2c2-4aeb-9190-f17fdb5b2555,1,2024-07-12 22:54:45
8df008b7-761c-4704-9259-9f8acf31c830,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,30197a42-f77e-49c2-8946-4bbd36fbf79d,53787c1b-6bbb-46e0-ac4c-9b389847336c,0,
073f0134-8b91-452e-be51-8644dd8a2857,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,fdfb691a-6314-4d16-85d7-a19611600b8a,7b1b99cd-bf3d-4cbe-96d5-2d0be9f366b6,0,
0478be5b-c4cc-4658-afa9-3bc6eba7b256,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,a3ddc761-3c41-4f7f-a56e-e575d1bc25ad,249ba8a8-6664-4c44-b0f8-c3ed993479c9,1,2024-02-06 04:40:50
c5a93a3b-c18f-4fc2-9dd7-fc87c900c87b,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,445a1b9a-826f-4f65-90f1-7771578fac5f,a2712afc-9d28-42cb-a1ff-771e8fcb65fc,1,2024-09-03 11:25:54
8ceab597-a394-4e9d-b7e0-bebced86b0eb,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,30197a42-f77e-49c2-8946-4bbd36fbf79d,8c59b9ff-2650-43be-8f61-e502d790caed,1,2024-03-22 06:56:20
e7805418-85e4-42fd-b0c7-d219059bfa03,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,eee76786-5a72-4d28-9a2e-23266b968959,2f2f9995-2e6e-473f-8614-fe3d7baee610,1,2024-01-06 20:02:42
69843aa2-ab46-48f9-9c53-752e545255e3,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,699a90ef-bd36-4eb4-8286-15d8ff970eda,2ecaaebb-7e46-43ef-a8a9-a159c3970391,0,
a2ca254c-5213-473d-a47c-286e8c75ac40,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,fdfb691a-6314-4d16-85d7-a19611600b8a,5e6b26e1-bee2-40da-a5ba-ee25df2f6693,1,2024-07-07 07:02:01
8f337dec-9a23-4e29-a7f5-71891f64597b,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,699a90ef-bd36-4eb4-8286-15d8ff970eda,fd4cb534-f7f6-4a04-8926-a53fef840c0b,0,
3a50a399-5c78-4acb-85b7-d91d17acc9dc,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f04b295-f148-4f74-b86f-daa8506c9048,4f9047e6-44e7-48ac-aab1-a5e4a4a5ad8d,1,2024-08-27 07:00:13
e74e275b-a668-4952-8e20-4931bd82e68d,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,9774d3e6-d611-414b-8b79-a84dd231b99f,0,
f771d235-f24d-4fac-a609-e9c3adc18264,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6a52ebe0-0cd7-41a8-b825-3704194741a0,f30f737d-41be-4960-85e3-26ecd6e3c0f4,0,
18499c5f-dd0b-44a7-bae4-fdd8ca145330,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f4c255a-3ed2-4c07-8b82-3fb30c863226,7fc31537-1430-47f9-98a3-0a8b157a5e44,1,2024-09-05 09:54:48
04c681be-2640-42e2-802d-5f0b7e2e3321,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6a52ebe0-0cd7-41a8-b825-3704194741a0,458e0d66-f6e7-4506-8a37-b692b6d21554,0,
5d0661fc-7b88-49d8-868e-b6dc8e56edd9,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,ec547ddb-3fec-424b-a343-ddafec1fa0cf,7fa3c2bc-6f82-4efe-ab66-e6f3c8dc56a7,0,
177fd7a0-40a9-47ef-a70e-5f2c49d18ee0,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6e14ec87-40fe-4809-b762-daa4db93dd3f,e10192e1-0ea3-406f-b629-4452261a9f12,0,
c99044a1-31f8-4145-b2a8-394cb23747b4,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6a52ebe0-0cd7-41a8-b825-3704194741a0,132eadb5-2445-40e1-b290-da4c7d3bb275,0,
5970a60e-4be9-460a-ab5b-fd3cef9441b1,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,55ea5fd6-c51a-4923-b390-b1957a50f298,3b7f68bc-d654-45a7-b81e-98f38203ff4f,1,2024-07-27 08:07:22
3e7fe2ca-d3f2-408c-882a-4932c8ffa595,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,eee76786-5a72-4d28-9a2e-23266b968959,dfb91a17-3b6f-49ab-b9a8-95ee7b2728c6,1,2024-07-13 02:01:19
46066d28-3385-4bbd-aae4-faeb289a89ea,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,2191c368-9102-4d66-a668-5ccf7d317509,a7d5013f-59b3-44cb-b115-650d3bc8ce4e,1,2024-05-22 20:32:10
1dca9a80-dde6-4197-8d71-a0a436e6c107,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,db152902-82d6-4ba2-aa87-f7aa9faf0d69,d0054581-476e-4ec8-b981-457a4e8997b2,0,
938f8cce-507c-462d-82bd-e6f0ca84f359,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6e14ec87-40fe-4809-b762-daa4db93dd3f,049fb0ee-f9e7-4d28-8795-ee351ad9cf5b,0,
52768f2a-53ee-40d8-b9d0-78915e2d358d,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,3f04b295-f148-4f74-b86f-daa8506c9048,ee3ec54f-e6fc-4761-b382-6f175a3152da,1,2024-08-09 07:27:35
7a45eb72-d11b-4ffb-b872-54e0295a8569,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,699a90ef-bd36-4eb4-8286-15d8ff970eda,5039d956-d2a2-41a1-9b72-bb59ebf60c92,1,2024-10-03 11:22:10
cb0c04cf-7263-4c3e-a365-175dc9afa187,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,a486147a-14bc-495f-b315-8b115d689ce1,83238c84-f38a-403b-a3be-bc8efd2c25d7,0,
43fb87a8-5669-4fa7-a567-c1e77caa6fa7,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,2191c368-9102-4d66-a668-5ccf7d317509,4f8c5062-ce9e-4db4-8ce6-6f72f9d350e4,1,2024-10-07 07:04:04
953c47ec-2192-4d5b-8269-3757900d1a6b,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,30197a42-f77e-49c2-8946-4bbd36fbf79d,e43f9de4-b84d-452c-82c0-bd614cefb5ee,1,2024-06-19 07:10:57
9f7f85de-ef32-41b4-9d42-44f9fd99a58f,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6e14ec87-40fe-4809-b762-daa4db93dd3f,af9a76ac-a873-4294-b568-9bb704e76d28,0,
f166e394-12ea-4e6d-ba65-d64d0f5a338b,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,55ea5fd6-c51a-4923-b390-b1957a50f298,a798b546-3bd4-428b-8337-c722b3418862,1,2024-09-25 02:14:53
58422089-c19f-443a-96ba-a5a03dd79a01,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,3765e342-4767-4b10-b5fa-186d376573b2,1,2024-01-26 10:17:08
5b8ee8c2-b454-43bb-a781-1d269ffb79a7,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,ec547ddb-3fec-424b-a343-ddafec1fa0cf,3d4650f4-45e9-4ffb-bdb4-f56fad28f8f8,0,
668c3271-1e51-4801-bd2d-1c29434da9e5,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,55ea5fd6-c51a-4923-b390-b1957a50f298,d3fbc828-c23e-47fb-8540-353061846f64,0,
5cefaa53-bbd2-495b-be1d-45d2f6fafffe,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,699a90ef-bd36-4eb4-8286-15d8ff970eda,38e72a53-1547-4233-ae8c-b94aa56f8a49,1,2024-07-08 11:03:54
39f4e395-1a5b-400a-ade5-ad6b8df3fda2,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,6a52ebe0-0cd7-41a8-b825-3704194741a0,e62ab6cc-4225-4516-9c7f-c8192dc8a714,1,2024-01-19 08:03:50
39d9e147-99b1-4afb-b564-d1dea4a064e8,44cc867d-259e-4c2e-875b-b2b4eb9b1eee,b126a3f1-2b94-4de0-8e8f-596f478c7de3,0ec98a0e-acc2-4713-a71f-cef173fc81c9,0,
